i,c,t,production_10k_tons
Hubei,rice,2020,1864.34
Hubei,soybean,2020,39.73
Hubei,wheat,2020,400.66
Hunan,maize,2020,223.25
Hunan,rice,2020,2638.94
Hunan,soybean,2020,40.03
Hunan,wheat,2020,7.77
Inner_Mongolia,maize,2020,2742.71
Inner_Mongolia,rice,2020,123.14
Inner_Mongolia,soybean,2020,256.44
Inner_Mongolia,wheat,2020,170.78
Jiangsu,maize,2020,308.3
Jiangsu,rice,2020,1965.7
Jiangsu,soybean,2020,71.64
Jiangsu,wheat,2020,1333.87
Jiangxi,maize,2020,20.66
Jiangxi,rice,2020,2051.2
Jiangxi,soybean,2020,32.0
Jiangxi,wheat,2020,3.3
Jilin,maize,2020,2973.44
Jilin,rice,2020,665.43
Jilin,soybean,2020,72.82
Jilin,wheat,2020,1.67
Liaoning,maize,2020,1793.85
Liaoning,rice,2020,446.53
Liaoning,soybean,2020,25.61
Liaoning,wheat,2020,1.66
Ningxia,maize,2020,249.07
Ningxia,rice,2020,49.39
Ningxia,soybean,2020,1.65
Ningxia,wheat,2020,27.79
Qinghai,maize,2020,14.79
Qinghai,rice,2020,0.0
Qinghai,soybean,2020,3.54
Qinghai,wheat,2020,37.57
Shaanxi,maize,2020,620.16
Shaanxi,rice,2020,80.52
Shaanxi,soybean,2020,28.28
Shaanxi,wheat,2020,413.25
Shandong,maize,2020,2595.4
Shandong,rice,2020,98.77
Shandong,soybean,2020,56.69
Shandong,wheat,2020,2568.85
Shanghai,maize,2020,0.85
Shanghai,rice,2020,84.66
Shanghai,soybean,2020,0.15
Shanghai,wheat,2020,5.26
Shanxi,maize,2020,979.95
Shanxi,rice,2020,1.71
Shanxi,soybean,2020,30.72
Shanxi,wheat,2020,236.5
Sichuan,maize,2020,1064.99
Sichuan,rice,2020,1475.33
Sichuan,soybean,2020,138.81
Sichuan,wheat,2020,246.74
Tianjin,maize,2020,109.7
Tianjin,rice,2020,50.24
Tianjin,soybean,2020,0.9
Tianjin,wheat,2020,62.86
Tibet,maize,2020,2.75
Tibet,rice,2020,0.53
Tibet,soybean,2020,1.86
Tibet,wheat,2020,17.65
Xinjiang,maize,2020,928.43
Xinjiang,rice,2020,41.87
Xinjiang,soybean,2020,10.2
Xinjiang,wheat,2020,582.09
Yunnan,maize,2020,938.0
Yunnan,rice,2020,524.91
Yunnan,soybean,2020,123.33
Yunnan,wheat,2020,69.7
Zhejiang,maize,2020,25.91
Zhejiang,rice,2020,465.12
Zhejiang,soybean,2020,30.84
Zhejiang,wheat,2020,40.79
Anhui,maize,2021,677.46
Anhui,rice,2021,1590.43
Anhui,soybean,2021,95.88
Anhui,wheat,2021,1699.73
Beijing,maize,2021,29.04
Beijing,rice,2021,0.17
Beijing,soybean,2021,0.4
Beijing,wheat,2021,6.85
Chongqing,maize,2021,254.56
Chongqing,rice,2021,493.05
Chongqing,soybean,2021,42.15
Chongqing,wheat,2021,6.15
Fujian,maize,2021,15.34
Fujian,rice,2021,393.18
Fujian,soybean,2021,12.16
Fujian,wheat,2021,0.02
Gansu,maize,2021,642.96
Gansu,rice,2021,1.81
Gansu,soybean,2021,35.76
Gansu,wheat,2021,279.75
Guangdong,maize,2021,60.8
Guangdong,rice,2021,1104.41
Guangdong,soybean,2021,11.44
Guangdong,wheat,2021,0.09
Guangxi,maize,2021,285.15
Guangxi,rice,2021,1017.9
Guangxi,soybean,2021,26.76
Guangxi,wheat,2021,0.63
Guizhou,maize,2021,256.57
Guizhou,rice,2021,417.35
Guizhou,soybean,2021,35.12
Guizhou,wheat,2021,33.25
Hainan,maize,2021,
Hainan,rice,2021,127.11
Hainan,soybean,2021,1.34
Hainan,wheat,2021,
Hebei,maize,2021,2066.77
Hebei,rice,2021,49.6
Hebei,soybean,2021,22.58
Hebei,wheat,2021,1469.13
Heilongjiang,maize,2021,4149.23
Heilongjiang,rice,2021,2913.73
Heilongjiang,soybean,2021,731.68
Heilongjiang,wheat,2021,26.27
Henan,maize,2021,2051.73
Henan,rice,2021,476.11
Henan,soybean,2021,78.71
Henan,wheat,2021,3802.81
Hubei,maize,2021,323.54
Hubei,rice,2021,1883.62
Hubei,soybean,2021,41.88
Hubei,wheat,2021,399.34
Hunan,maize,2021,234.11
Hunan,rice,2021,2683.1
Hunan,soybean,2021,41.18
Hunan,wheat,2021,7.78
Inner_Mongolia,maize,2021,2994.25
Inner_Mongolia,rice,2021,115.3
Inner_Mongolia,soybean,2021,186.79
Inner_Mongolia,wheat,2021,157.24
Jiangsu,maize,2021,300.06
Jiangsu,rice,2021,1984.63
Jiangsu,soybean,2021,70.08
Jiangsu,wheat,2021,1342.22
Jiangxi,maize,2021,21.8
Jiangxi,rice,2021,2073.94
Jiangxi,soybean,2021,33.14
Jiangxi,wheat,2021,3.23
Jilin,maize,2021,3198.44
Jilin,rice,2021,684.67
Jilin,soybean,2021,62.56
Jilin,wheat,2021,1.62
Liaoning,maize,2021,2008.41
Liaoning,rice,2021,424.62
Liaoning,soybean,2021,26.91
Liaoning,wheat,2021,1.09
Ningxia,maize,2021,263.39
Ningxia,rice,2021,41.0
Ningxia,soybean,2021,0.97
Ningxia,wheat,2021,18.95
Qinghai,maize,2021,15.26
Qinghai,rice,2021,0.0
Qinghai,soybean,2021,3.52
Qinghai,wheat,2021,38.73
Shaanxi,maize,2021,601.69
Shaanxi,rice,2021,72.85
Shaanxi,soybean,2021,31.95
Shaanxi,wheat,2021,424.6
Shandong,maize,2021,2589.52
Shandong,rice,2021,97.47
Shandong,soybean,2021,54.87
Shandong,wheat,2021,2636.66
Shanghai,maize,2021,0.68
Shanghai,rice,2021,85.15
Shanghai,soybean,2021,0.13
Shanghai,wheat,2021,7.35
Shanxi,maize,2021,977.57
Shanxi,rice,2021,1.75
Shanxi,soybean,2021,21.73
Shanxi,wheat,2021,243.37
Sichuan,maize,2021,1084.7
Sichuan,rice,2021,1493.4
Sichuan,soybean,2021,143.5
Sichuan,wheat,2021,245.3
Tianjin,maize,2021,118.28
Tianjin,rice,2021,54.73
Tianjin,soybean,2021,0.55
Tianjin,wheat,2021,72.16
Tibet,maize,2021,2.96
Tibet,rice,2021,0.45
Tibet,soybean,2021,1.85
Tibet,wheat,2021,20.12
Xinjiang,maize,2021,1012.65
Xinjiang,rice,2021,41.69
Xinjiang,soybean,2021,10.77
Xinjiang,wheat,2021,639.75
Yunnan,maize,2021,992.6
Yunnan,rice,2021,491.9
Yunnan,soybean,2021,109.15
Yunnan,wheat,2021,61.92
Zhejiang,maize,2021,25.56
Zhejiang,rice,2021,469.12
Zhejiang,soybean,2021,30.03
Zhejiang,wheat,2021,48.34
Anhui,maize,2022,663.39
Anhui,rice,2022,1583.4
Anhui,soybean,2022,99.93
Anhui,wheat,2022,1722.27
Beijing,maize,2022,33.54
Beijing,rice,2022,0.21
Beijing,soybean,2022,0.91
Beijing,wheat,2022,9.56
Chongqing,maize,2022,256.37
Chongqing,rice,2022,485.24
Chongqing,soybean,2022,43.45
Chongqing,wheat,2022,6.28
Fujian,maize,2022,15.65
Fujian,rice,2022,393.75
Fujian,soybean,2022,12.43
Fujian,wheat,2022,0.02
Gansu,maize,2022,664.22
Gansu,rice,2022,1.5
Gansu,soybean,2022,37.5
Gansu,wheat,2022,296.87
Guangdong,maize,2022,63.41
Guangdong,rice,2022,1108.63
Guangdong,soybean,2022,11.94
Guangdong,wheat,2022,0.15
Guangxi,maize,2022,280.4
Guangxi,rice,2022,1028.07
Guangxi,soybean,2022,27.25
Guangxi,wheat,2022,0.79
Guizhou,maize,2022,299.79
Guizhou,rice,2022,395.0
Guizhou,soybean,2022,45.14
Guizhou,wheat,2022,28.86
Hainan,maize,2022,
Hainan,rice,2022,127.91
Hainan,soybean,2022,1.07
Hainan,wheat,2022,
Hebei,maize,2022,2094.7
Hebei,rice,2022,48.88
Hebei,soybean,2022,28.58
Hebei,wheat,2022,1474.57
Heilongjiang,maize,2022,4038.42
Heilongjiang,rice,2022,2718.0
Heilongjiang,soybean,2022,966.39
Heilongjiang,wheat,2022,8.44
Henan,maize,2022,2275.05
Henan,rice,2022,479.15
Henan,soybean,2022,88.55
Henan,wheat,2022,3812.71
Hubei,maize,2022,312.32
Hubei,rice,2022,1865.78
Hubei,soybean,2022,40.24
Hubei,wheat,2022,405.57
Hunan,maize,2022,225.69
Hunan,rice,2022,2639.88
Hunan,soybean,2022,43.3
Hunan,wheat,2022,7.59
Inner_Mongolia,maize,2022,3098.36
Inner_Mongolia,rice,2022,90.21
Inner_Mongolia,soybean,2022,259.71
Inner_Mongolia,wheat,2022,126.39
Jiangsu,maize,2022,295.84
Jiangsu,rice,2022,1991.61
Jiangsu,soybean,2022,73.27
Jiangsu,wheat,2022,1365.74
Jiangxi,maize,2022,22.1
Jiangxi,rice,2022,2036.5
Jiangxi,soybean,2022,32.94
Jiangxi,wheat,2022,3.1
Jilin,maize,2022,3257.86
Jilin,rice,2022,680.91
Jilin,soybean,2022,79.94
Jilin,wheat,2022,1.74
Liaoning,maize,2022,1959.16
Liaoning,rice,2022,425.56
Liaoning,soybean,2022,27.91
Liaoning,wheat,2022,0.82
Ningxia,maize,2022,276.63
Ningxia,rice,2022,23.66
Ningxia,soybean,2022,3.89
Ningxia,wheat,2022,27.27
Qinghai,maize,2022,14.83
Qinghai,rice,2022,0.0
Qinghai,soybean,2022,3.48
Qinghai,wheat,2022,36.91
Shaanxi,maize,2022,616.81
Shaanxi,rice,2022,73.33
Shaanxi,soybean,2022,37.11
Shaanxi,wheat,2022,429.78
Shandong,maize,2022,2630.44
Shandong,rice,2022,90.59
Shandong,soybean,2022,59.18
Shandong,wheat,2022,2641.19
Shanghai,maize,2022,0.61
Shanghai,rice,2022,82.73
Shanghai,soybean,2022,0.14
Shanghai,wheat,2022,10.71
Shanxi,maize,2022,1021.07
Shanxi,rice,2022,1.46
Shanxi,soybean,2022,24.3
Shanxi,wheat,2022,245.2
Sichuan,maize,2022,1046.22
Sichuan,rice,2022,1462.28
Sichuan,soybean,2022,145.39
Sichuan,wheat,2022,249.71
Tianjin,maize,2022,123.82
Tianjin,rice,2022,52.62
Tianjin,soybean,2022,1.21
Tianjin,wheat,2022,72.96
Tibet,maize,2022,2.83
Tibet,rice,2022,0.48
Tibet,soybean,2022,1.32
Tibet,wheat,2022,18.85
Xinjiang,maize,2022,1080.51
Xinjiang,rice,2022,34.6
Xinjiang,soybean,2022,14.48
Xinjiang,wheat,2022,653.49
Yunnan,maize,2022,1026.17
Yunnan,rice,2022,464.67
Yunnan,soybean,2022,109.83
Yunnan,wheat,2022,59.51
Zhejiang,maize,2022,24.11
Zhejiang,rice,2022,462.89
Zhejiang,soybean,2022,30.24
Zhejiang,wheat,2022,55.26
