i,c,t,s,k,exposure
Hebei,rice,2008,historical,drought,-1.0005288507853451
Hebei,rice,2008,historical,heat,-0.3214410650368648
Hebei,rice,2009,historical,compound,0.08034623955784838
Hebei,rice,2009,historical,drought,0.801341158486001
Hebei,rice,2009,historical,heat,-0.14885654079673186
Hebei,rice,2010,historical,compound,-0.15307868613913217
Hebei,rice,2010,historical,drought,-1.1597625126074536
Hebei,rice,2010,historical,heat,-0.16078397958626883
Hebei,rice,2011,historical,compound,-0.3865036118361127
Hebei,rice,2011,historical,drought,0.3269446624055199
Hebei,rice,2011,historical,heat,-0.28910417521113324
Hebei,rice,2012,historical,compound,-0.21977152205255512
Hebei,rice,2012,historical,drought,-0.20889968094268885
Hebei,rice,2012,historical,heat,-0.31016512510197786
Hebei,rice,2013,historical,compound,-0.31981077592268964
Hebei,rice,2013,historical,drought,-0.40986996785646207
Hebei,rice,2013,historical,heat,-0.29779917782012105
Hebei,rice,2014,historical,compound,0.08034623955784838
Hebei,rice,2014,historical,drought,0.4007927212821669
Hebei,rice,2014,historical,heat,-0.15892414544416536
Hebei,rice,2015,historical,compound,0.4761983920007977
Hebei,rice,2015,historical,drought,0.03898685710925287
Hebei,rice,2015,historical,heat,0.008916843973740152
Hebei,rice,2016,historical,compound,-0.5532357016196702
Hebei,rice,2016,historical,drought,-1.091111772458727
Hebei,rice,2016,historical,heat,-0.328732839744259
Hebei,rice,2017,historical,compound,0.5428912279142207
Hebei,rice,2017,historical,drought,-0.4374032299143448
Hebei,rice,2017,historical,heat,1.1291334777926885
Hebei,rice,2018,historical,compound,-0.45319644774953566
Hebei,rice,2018,historical,drought,-0.02740579938174159
Hebei,rice,2018,historical,heat,-0.0973129667256419
Hebei,rice,2019,historical,compound,0.14703907547127135
Hebei,rice,2019,historical,drought,-0.17516746960170337
Hebei,rice,2019,historical,heat,-0.12457568369275723
Hebei,rice,2020,historical,compound,0.7429697356544898
Hebei,rice,2020,historical,drought,2.5541755671000743
Hebei,rice,2020,historical,heat,1.6705187710945408
Hebei,rice,2021,historical,compound,-0.48654286570624716
Hebei,rice,2021,historical,drought,-1.6512852050240834
Hebei,rice,2021,historical,heat,-0.23447224653775434
Hebei,rice,2022,historical,compound,0.6472353448219439
Hebei,rice,2022,historical,drought,0.7357116637709447
Hebei,rice,2022,historical,heat,0.14719952487637325
Hebei,soybean,1997,historical,compound,0.11360699431428234
Hebei,soybean,1997,historical,drought,1.0223114328539944
Hebei,soybean,1997,historical,heat,0.14550077150542226
Hebei,soybean,1998,historical,compound,-1.0360983072206027
Hebei,soybean,1998,historical,drought,-1.9294100550915558
Hebei,soybean,1998,historical,heat,-0.7528523952194823
Hebei,soybean,1999,historical,compound,0.32602923181531746
Hebei,soybean,1999,historical,drought,0.33152937097492646
Hebei,soybean,1999,historical,heat,0.008588836511594847
Hebei,soybean,2000,historical,compound,0.5450366753669842
Hebei,soybean,2000,historical,drought,0.2312766838777239
Hebei,soybean,2000,historical,heat,0.4982156959297721
Hebei,soybean,2001,historical,compound,1.0780574449607776
Hebei,soybean,2001,historical,drought,1.607617982894635
Hebei,soybean,2001,historical,heat,0.9186809137485774
Hebei,soybean,2002,historical,compound,-0.019865252676411742
Hebei,soybean,2002,historical,drought,0.8876220459986195
Hebei,soybean,2002,historical,heat,-0.00048648066966540393
Hebei,soybean,2003,historical,compound,-0.49885553135200217
Hebei,soybean,2003,historical,drought,-1.692606785578487
Hebei,soybean,2003,historical,heat,-0.7682438627201008
Hebei,soybean,2004,historical,compound,-0.9457701113172279
Hebei,soybean,2004,historical,drought,-0.5863535672075781
Hebei,soybean,2004,historical,heat,-0.7572097237483947
Hebei,soybean,2005,historical,compound,-0.6372000051905431
Hebei,soybean,2005,historical,drought,-0.5188855802051271
Hebei,soybean,2005,historical,heat,-0.23042085925432912
Hebei,soybean,2006,historical,compound,-0.12453636135712054
Hebei,soybean,2006,historical,drought,-0.4017219391737417
Hebei,soybean,2006,historical,heat,-0.5771129171795476
Hebei,soybean,2007,historical,compound,1.0026431549023316
Hebei,soybean,2007,historical,drought,0.7411270717767596
Hebei,soybean,2007,historical,heat,-0.1087235998903554
Hebei,soybean,2008,historical,compound,-0.24252370943529086
Hebei,soybean,2008,historical,drought,-0.7205482967075957
Hebei,soybean,2008,historical,heat,-0.4915007132255896
Hebei,soybean,2009,historical,compound,0.3294191049710143
Hebei,soybean,2009,historical,drought,1.1986890385495543
Hebei,soybean,2009,historical,heat,0.03926248080223144
Hebei,soybean,2010,historical,compound,-0.0749224169744871
Hebei,soybean,2010,historical,drought,-0.4191835276280003
Hebei,soybean,2010,historical,heat,-0.14154514524494302
Hebei,soybean,2011,historical,compound,-0.6745243835555876
Hebei,soybean,2011,historical,drought,-0.0014504753303651308
Hebei,soybean,2011,historical,heat,-0.569287644601912
Hebei,soybean,2012,historical,compound,-0.02248959250375167
Hebei,soybean,2012,historical,drought,-0.14412525430028342
Hebei,soybean,2012,historical,heat,-0.31297031806712633
Hebei,soybean,2013,historical,compound,-0.46518216619416997
Hebei,soybean,2013,historical,drought,-0.25683994412177147
Hebei,soybean,2013,historical,heat,-0.4988980123559477
Hebei,soybean,2014,historical,compound,0.400416848493891
Hebei,soybean,2014,historical,drought,0.836684909949159
Hebei,soybean,2014,historical,heat,0.596364166210695
Hebei,soybean,2015,historical,compound,-0.3968087624986332
Hebei,soybean,2015,historical,drought,-0.20366519183317547
Hebei,soybean,2015,historical,heat,-0.4406120405464437
Hebei,soybean,2016,historical,compound,-0.9094724063320557
Hebei,soybean,2016,historical,drought,-1.0605666780955343
Hebei,soybean,2016,historical,heat,-0.5966634342223953
Hebei,soybean,2017,historical,compound,0.08320818955682974
Hebei,soybean,2017,historical,drought,0.3564556301192881
Hebei,soybean,2017,historical,heat,0.5238277183778438
Hebei,soybean,2018,historical,compound,-0.40909832851622224
Hebei,soybean,2018,historical,drought,-0.1749331139191368
Hebei,soybean,2018,historical,heat,0.20027484341551371
Hebei,soybean,2019,historical,compound,0.8760172540137844
Hebei,soybean,2019,historical,drought,1.2795725361867885
Hebei,soybean,2019,historical,heat,0.26452954029860826
Hebei,soybean,2020,historical,compound,0.1211035609894691
Hebei,soybean,2020,historical,drought,0.9620572551100975
Hebei,soybean,2020,historical,heat,2.213670389987452
Hebei,soybean,2021,historical,compound,-0.6868139495731768
Hebei,soybean,2021,historical,drought,-2.005870574281779
Hebei,soybean,2021,historical,heat,-0.3939219414520281
Hebei,soybean,2022,historical,compound,2.2686228253126024
Hebei,soybean,2022,historical,drought,0.6612170251825984
Hebei,soybean,2022,historical,heat,1.231533731610552
Hebei,wheat,1998,historical,compound,-1.2631850453639535
Hebei,wheat,1998,historical,drought,-1.4881359196213848
Hebei,wheat,1998,historical,heat,-0.6039922992743079
Hebei,wheat,1999,historical,compound,0.3705250607297909
Hebei,wheat,1999,historical,drought,0.82714135219581
Hebei,wheat,1999,historical,heat,-0.10747501028400758
Hebei,wheat,2000,historical,compound,0.896268070444342
Hebei,wheat,2000,historical,drought,1.1389104957922658
Hebei,wheat,2000,historical,heat,0.28835826938024406
Hebei,wheat,2001,historical,compound,1.120463943195716
Hebei,wheat,2001,historical,drought,-0.07048900912407093
Hebei,wheat,2001,historical,heat,1.0236760015966124
Hebei,wheat,2002,historical,compound,-0.4051499320445113
Hebei,wheat,2002,historical,drought,-0.23325410002963384
Hebei,wheat,2002,historical,heat,-0.3552520652133331
Hebei,wheat,2003,historical,compound,-0.1650914494279461
Hebei,wheat,2003,historical,drought,-0.4952299333829786
Hebei,wheat,2003,historical,heat,-0.6206947054998888
Hebei,wheat,2004,historical,compound,-0.12657897968068646
Hebei,wheat,2004,historical,drought,-1.2776269578616422
Hebei,wheat,2004,historical,heat,-0.37473478438095187
Hebei,wheat,2005,historical,compound,-0.6890560654589568
Hebei,wheat,2005,historical,drought,-0.13089825946134517
Hebei,wheat,2005,historical,heat,-0.10482735969915287
Hebei,wheat,2006,historical,compound,0.04866869022416387
Hebei,wheat,2006,historical,drought,0.3529354882719793
Hebei,wheat,2006,historical,heat,-0.30593995567383914
Hebei,wheat,2007,historical,compound,0.7296777399552156
Hebei,wheat,2007,historical,drought,0.6008003897446293
Hebei,wheat,2007,historical,heat,0.1542086029009443
Hebei,wheat,2008,historical,compound,0.06687192642897322
Hebei,wheat,2008,historical,drought,-1.2687962472141423
Hebei,wheat,2008,historical,heat,-0.6633791984978371
Hebei,wheat,2009,historical,compound,0.39439108163932185
Hebei,wheat,2009,historical,drought,0.6570903854209861
Hebei,wheat,2009,historical,heat,0.1590706531704326
Hebei,wheat,2010,historical,compound,-0.6756257776486901
Hebei,wheat,2010,historical,drought,0.07130918570877819
Hebei,wheat,2010,historical,heat,-0.3984368337245528
Hebei,wheat,2011,historical,compound,-0.1101541371594174
Hebei,wheat,2011,historical,drought,0.33709391033614805
Hebei,wheat,2011,historical,heat,-0.5041534123330984
Hebei,wheat,2012,historical,compound,-0.42157477456578024
Hebei,wheat,2012,historical,drought,-0.6455058682098421
Hebei,wheat,2012,historical,heat,-0.3239265497019324
Hebei,wheat,2013,historical,compound,-0.7807274537912048
Hebei,wheat,2013,historical,drought,-1.3152999345231622
Hebei,wheat,2013,historical,heat,-0.8080302647202856
Hebei,wheat,2014,historical,compound,-0.1412254285184152
Hebei,wheat,2014,historical,drought,-0.14742420077254564
Hebei,wheat,2014,historical,heat,0.33646921643595246
Hebei,wheat,2015,historical,compound,-0.46008724431303993
Hebei,wheat,2015,historical,drought,-0.5070352079690708
Hebei,wheat,2015,historical,heat,-0.6570722821234464
Hebei,wheat,2016,historical,compound,-0.9694054115063219
Hebei,wheat,2016,historical,drought,-0.7427145421182572
Hebei,wheat,2016,historical,heat,-0.5640844259324909
Hebei,wheat,2017,historical,compound,-0.11436485289788197
Hebei,wheat,2017,historical,drought,0.2400971275973273
Hebei,wheat,2017,historical,heat,0.5306602432431903
Hebei,wheat,2018,historical,compound,0.0504470839077041
Hebei,wheat,2018,historical,drought,0.7106094090630307
Hebei,wheat,2018,historical,heat,0.3276076038135722
Hebei,wheat,2019,historical,compound,0.46098028803457686
Hebei,wheat,2019,historical,drought,1.2792844066583011
Hebei,wheat,2019,historical,heat,0.23802855847228244
Hebei,wheat,2020,historical,compound,1.6071322505069296
Hebei,wheat,2020,historical,drought,0.31175759541499964
Hebei,wheat,2020,historical,heat,0.8166411739016017
Hebei,wheat,2021,historical,compound,-0.1650914494279461
Hebei,wheat,2021,historical,drought,3.4024936149226934
Hebei,wheat,2021,historical,heat,1.5166759046061202
Hebei,wheat,2022,historical,compound,0.74189186673802
Hebei,wheat,2022,historical,drought,-1.6071131808388737
Hebei,wheat,2022,historical,heat,1.0006029195381745
Heilongjiang,maize,1997,historical,compound,-0.014957561065174133
Heilongjiang,maize,1997,historical,drought,2.451721846621503
Heilongjiang,maize,1997,historical,heat,0.12540694506781883
Heilongjiang,maize,1998,historical,compound,-0.4664812020509051
Heilongjiang,maize,1998,historical,drought,-0.409797803629356
Heilongjiang,maize,1998,historical,heat,-0.46549960739012564
Heilongjiang,maize,1999,historical,compound,0.6019732544595057
Heilongjiang,maize,1999,historical,drought,0.982101923806939
Heilongjiang,maize,1999,historical,heat,0.5215134480523399
Heilongjiang,maize,2000,historical,compound,1.0534968954452368
Heilongjiang,maize,2000,historical,drought,1.0895539373070873
Heilongjiang,maize,2000,historical,heat,0.8526388801225911
Heilongjiang,maize,2001,historical,compound,0.7673804289984546
Heilongjiang,maize,2001,historical,drought,0.7862801857321949
Heilongjiang,maize,2001,historical,heat,0.45614086369885004
Heilongjiang,maize,2002,historical,compound,-0.35360029180447233
Heilongjiang,maize,2002,historical,drought,-0.7265652550063056
Heilongjiang,maize,2002,historical,heat,-0.38757876240493266
Heilongjiang,maize,2003,historical,compound,-0.5793621122973379
Heilongjiang,maize,2003,historical,drought,0.22288401152089202
Heilongjiang,maize,2003,historical,heat,-0.5500433150665478
Heilongjiang,maize,2004,historical,compound,0.42873769825915636
Heilongjiang,maize,2004,historical,drought,1.3532525138465565
Heilongjiang,maize,2004,historical,heat,-0.17003715563150532
Heilongjiang,maize,2005,historical,compound,0.31585678801272354
Heilongjiang,maize,2005,historical,drought,-0.9387386583792036
Heilongjiang,maize,2005,historical,heat,-0.10738372802117062
Heilongjiang,maize,2006,historical,compound,0.2633305237202075
Heilongjiang,maize,2006,historical,drought,-0.14767310976979928
Heilongjiang,maize,2006,historical,heat,-0.13532655298068277
Heilongjiang,maize,2007,historical,compound,0.15044961347377475
Heilongjiang,maize,2007,historical,drought,1.0099993847799846
Heilongjiang,maize,2007,historical,heat,0.2790063056367815
Heilongjiang,maize,2008,historical,compound,0.32368516967412403
Heilongjiang,maize,2008,historical,drought,0.624325342242769
Heilongjiang,maize,2008,historical,heat,-0.019626356431227527
Heilongjiang,maize,2009,historical,compound,-0.07531220701909075
Heilongjiang,maize,2009,historical,drought,-0.6896137423731717
Heilongjiang,maize,2009,historical,heat,-0.03573721731373788
Heilongjiang,maize,2010,historical,compound,0.32368516967412403
Heilongjiang,maize,2010,historical,drought,-0.0773290195664806
Heilongjiang,maize,2010,historical,heat,0.6045035306380906
Heilongjiang,maize,2011,historical,compound,-0.24071938155803962
Heilongjiang,maize,2011,historical,drought,0.07592129711151074
Heilongjiang,maize,2011,historical,heat,-0.28898577160909417
Heilongjiang,maize,2012,historical,compound,-0.07531220701909075
Heilongjiang,maize,2012,historical,drought,-0.23024452080116595
Heilongjiang,maize,2012,historical,heat,-0.09765367378875152
Heilongjiang,maize,2013,historical,compound,-0.5793621122973379
Heilongjiang,maize,2013,historical,drought,-0.9585915401172663
Heilongjiang,maize,2013,historical,heat,-0.5058480667266835
Heilongjiang,maize,2014,historical,compound,-0.1278384713116069
Heilongjiang,maize,2014,historical,drought,0.0279509300126309
Heilongjiang,maize,2014,historical,heat,-0.11384933332560514
Heilongjiang,maize,2015,historical,compound,-0.4664812020509051
Heilongjiang,maize,2015,historical,drought,-0.46722029758937994
Heilongjiang,maize,2015,historical,heat,-0.36630461559944444
Heilongjiang,maize,2016,historical,compound,1.0456685137838362
Heilongjiang,maize,2016,historical,drought,-0.31924795664206723
Heilongjiang,maize,2016,historical,heat,0.14054249494526527
Heilongjiang,maize,2017,historical,compound,-0.24071938155803962
Heilongjiang,maize,2017,historical,drought,0.23192206423165163
Heilongjiang,maize,2017,historical,heat,-0.0768609743999471
Heilongjiang,maize,2018,historical,compound,-0.35360029180447233
Heilongjiang,maize,2018,historical,drought,-1.021718241292895
Heilongjiang,maize,2018,historical,heat,-0.27574153963975384
Heilongjiang,maize,2019,historical,compound,-0.6922430225437707
Heilongjiang,maize,2019,historical,drought,-1.7519874191357203
Heilongjiang,maize,2019,historical,heat,-0.5693123035644091
Heilongjiang,maize,2020,historical,compound,-0.24071938155803962
Heilongjiang,maize,2020,historical,drought,-0.9067331745727358
Heilongjiang,maize,2020,historical,heat,-0.07589538364155869
Heilongjiang,maize,2021,historical,compound,-0.4664812020509051
Heilongjiang,maize,2021,historical,drought,0.6234956482592184
Heilongjiang,maize,2021,historical,heat,0.21363002165826192
Heilongjiang,maize,2022,historical,compound,-0.3010740275119563
Heilongjiang,maize,2022,historical,drought,-0.833948346597387
Heilongjiang,maize,2022,historical,heat,1.0483018677151783
Heilongjiang,rice,1997,historical,compound,0.06738083326047167
Heilongjiang,rice,1997,historical,drought,2.7095758059658928
